																																																																																																																		
	F								F	F	F	F	F		F	F	F	F	F	F	F	DPL	F										F	F	F	F	F		F		F	F	F	F	F	F	F	DSL	F	F	F	F	F	F	F	F	F	F	F		F	F	F	DL	F	F	F	F	F	F	F						F	F	F	F	F	F	F														F	DSR	F	F	F		F	F	F	F	F	F	F	DR	F	F	F	
	DB								F	F	F	F	F		F	F	F	F	F	F	F		F										F	F	F	F	F		F		F	F	F	F	F	F	F														F	F	F		F	F	F	F	F	F	F						F	F	F	F	F	F	F														F		F	F	F				F						F	F	F	
	F	F	F	DL	F	F	F		F	F	F	F	F	DL	F	F	F	F	F	F	F		F										F	F	F	F	F		F	DR	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	DR	F	F	F		F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	DL	F	F	F	DL	F	F	F	F	F	F	F		F		F	F	F	F	F		F		F	F	F	DL	F	F	F	
	F	F	F				F				DT		DT		F	F	F	F	F	F	F		F										F	F	F	F	F		F												DB														F	F	F	F	F	F	F		F										DST		F	F	F								F		F						F		F		F	F	F		DPT		DT	
	F	F	F		F		F		F	F	F		F	DR	F	F	F	F	F	F	F		F										F	F	F	F	F		F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	DR	F	F	F	F	F	F	F		F		F	F	F	F	F		F	F	F		F	F	F	DL	F	F	F	F	F		F	F	F				F	F	F	F	F		F	F	F		F	F	F	
					F		F		F	F	F		F		F	F	F	F	F	F	F		F												DT						F		F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F										DB		DB				F				F						F	F	F	F	F		F						DB						F	F	F					
	F	F	F	F	F	F	F		F	F	F		F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	DL	F	F	F	F	F	F	F	DPL	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F		F	F	F	F	F	DL	F		F	F	F		F	F	F	F	F		F	F	F	DL	F	F	F	
							DPB		F	F	F				DT										F		F	F	F	F	F						F						F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F						DB		F	F	F	F	F	F	F												F		F	F	F	F	F		F		F	F	F		F	F	F	F	F						F	F	F	
	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F		F	F	F		F						F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F		F	F	F	F	F	F	F						F	F	F	F	F		F		F	F	F	F	F		F		F	F	F		F	F	F	F	F						F	F	F	
	F	F	F	F	F	F	F						F	F	F	F	F	F	F		F						F	F	F	F	F		F		F		F						F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F														F	F	F	F	F		F										F	F	F		F	F	F	F	F						F	F	F	
	F	F	F	F	F	F	F	DL	F	F	F		F	F	F	F	F	F	F		F	DR	F	F	F		F	F	F	F	F		F		F		F		F	F	F	DR	F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	DL	F	F	F	DL	F	F	F	F	F	F	F		F	F	F	F	F		F				F	F	F	F	F		F	F	F	DL	F	F	F	F	F						F	F	F	
											F		F	F	F	F	F	F	F				F	F	F		F	F	F	F	F		DB				F		F												DPT								DT										F	F	F								F		F	F	F	F	F		F				F				DB																F	F	F	
			F	F	F	F	F		F		F		F	F	F	F	F	F	F				F	F	F		F	F	F	F	F	DL	F	F	F		F		F	F	F	DR	F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	DR	F	F	F		F		F	F	F	DL	F		F	F	F	F	F	DL	F				F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F	DR	F	F	F	
			F	F	F	F	F		F		F		F	F	F	F	F	F	F						DT		DT						F	F	F		F						F	F	F	F	F	F	F		F	F	F	F	F	F	F						F						DPT				F		F	F	F				F	F	F	F	F		F						F		F	F	F	F	F	F	F		F											
			F	F	F	F	F		F		F		F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F		F		F	F	F		F		F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F	DL	F	F	F	F	F		F	F	F	F	F	DL	F	F	F		F	F	F				F	F	F	F	F		F		F	F	F	F	F		F	F	F	F	F	F	F		F		F	F	F		F	F	F			
			F	F	F	F	F		F		F										F	F	F	F	F		F	F	F		F		F	F	F		F		F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F								F	F	F	F	F						F	F	F												F						F	F	F	F	F	F	F		F		F	F	F		F		DSB			
			F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	DR	F	F	F	F	F		F	F	F	DSL	F		F	F	F		F	DR	F	F	F		F	F	F	F	F	F	F	DL	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F						F	F	F		F	F	F	DR	F	F	F	F	F	DPL	F		F	F	F	DL	F	F	F	F	F	F	F	DPL	F		F	F	F	DSL	F		F	F	F	
					DT				F												F	F	F	F	F		F	F	F				DT				F		F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F		F				F		F	F	F	F	F						DPT				F				F	F	F	F	F		F		F	F	F		F	F	F	F	F	F	F		F						F		F	F	F	
